Date,Close,High,Low,Open,Volume
2021-01-04,85.89584350585938,87.705186375187,84.9508603421397,87.58128228878026,37324000
2021-01-05,86.58853149414062,86.92591538334669,85.4365378377414,85.84408949685165,20360000
2021-01-06,85.7341079711914,86.78359483694405,84.40148228115612,84.60849276055802,46588000
2021-01-07,88.29486846923828,88.4680365310176,85.92718285176521,85.92718285176521,41936000
2021-01-08,89.46378326416016,89.53991920335396,87.64198775015869,88.43520016542561,35484000
2021-01-11,87.39665222167969,88.79447206113275,87.19014290740792,88.42821928421255,34796000
2021-01-12,86.45813751220703,87.97438678522597,85.41064774837153,86.85275048203393,29528000
2021-01-13,86.94680786132812,87.40163405662189,85.95504377665199,85.95504377665199,23432000
2021-01-14,86.13419342041016,87.95698355407666,85.89284698308188,87.02742201402309,29212000
2021-01-15,85.96997833251953,86.9652201288953,85.17826937574225,86.03964495454214,31444000
2021-01-19,88.79896545410156,89.76285543674072,86.22925023510878,86.73532987197649,41660000
2021-01-20,93.55621337890625,94.53403661408476,90.54262136383335,90.88398401260814,64152000
2021-01-21,93.75923919677734,96.14433582290614,93.52336737446421,94.23198512960039,58634000
2021-01-22,94.17774200439453,94.76642687711758,93.37856141985232,94.12300340016309,32744000
2021-01-25,94.2633285522461,95.63378300769853,92.51568723527677,95.18194086238829,50586000
2021-01-26,94.9435806274414,95.33172432985599,93.36015508295559,93.85080553412007,31462000
2021-01-27,90.51425170898438,93.57611294856794,89.43640469162729,93.29943585845615,82512000
2021-01-28,92.21910858154297,93.95032603866761,91.11438957910407,91.11438957910407,55278000
2021-01-29,90.93324279785156,91.9374443781488,89.64938764556791,91.26465847682226,44530000
2021-02-01,94.203125,95.32127620814629,91.79065524466398,91.79065524466398,40252000
2021-02-02,95.49942016601562,97.00472029972896,94.864948984388,95.20134574308125,66332000
2021-02-03,102.45417022705078,104.82981339283204,100.19845235959038,102.78907115194251,97882000
2021-02-04,102.19293212890625,102.97269721505859,101.27083451563523,102.540764123293,48596000
2021-02-05,103.94454956054688,104.29835730952522,102.01228969427049,102.48801214016696,29866000
2021-02-08,103.73007202148438,105.24682262275905,102.67661395971716,104.5003912566402,28828000
2021-02-09,103.27574920654297,104.42624701601513,103.00753080078664,103.24638671715729,21892000
2021-02-10,103.82760620117188,104.44465886939685,102.12375419248004,103.66140099776602,25102000
2021-02-11,103.94056701660156,104.20181495570792,102.9507998216224,104.05253475798568,20480000
2021-02-12,104.25306701660156,104.4754990480609,103.18516699146085,103.49369709094493,18990000
